,NAME,ID,NAME_TYPE,CLASS,MASS [kg],FALL,YEAR,LAT,LONG,COORDINATE,COUNTRY,CONTINENT
8002,Dhofar 772,7518,Valid,L6,9.19,Found,2000,19.0855,54.7624,"(19.0855, 54.76243)",Oman,Asia
8109,Dhofar 922,7625,Valid,L6,2.27,Found,2003,19.405,54.57,"(19.405, 54.57)",Oman,Asia
8132,Dhofar 946,30526,Valid,LL5,2.41,Found,2002,19.165,54.4033,"(19.165, 54.40333)",Oman,Asia
8158,Dhofar 975,33777,Valid,L4,4.23,Found,2004,19.2194,54.9186,"(19.21939, 54.91858)",Oman,Asia
8160,Dhofar 978,30549,Valid,L4,2.47,Found,2004,19.2288,54.9395,"(19.22878, 54.93953)",Oman,Asia
8172,Dhofar 996,30559,Valid,LL5,2.72,Found,2003,19.1637,54.6613,"(19.16365, 54.66127)",Oman,Asia
8176,Digor,49716,Valid,"Iron, IIIAB",3.8,Found,2006,42.3333,89.3333,"(42.33333, 89.33333)",China,Asia
8177,Dimboola,7643,Valid,H5,16.0,Found,1944,-36.5,142.033,"(-36.5, 142.03333)",Australia,Oceania
8178,Dimitrovgrad,7644,Valid,"Iron, IIIAB",100.0,Found,1949,43.0464,22.8639,"(43.04639, 22.86389)",Serbia,Europe
8179,Dimmitt,7645,Valid,H3.7,200.0,Found,1942,34.5833,-102.167,"(34.58333, -102.16667)",United States,North America
8180,Dimmitt (b),7646,Valid,OC,2.8,Found,1981,34.4833,-102.328,"(34.48333, -102.32833)",United States,North America
8183,Divnoe,7650,Valid,Achondrite-ung,12.7,Found,1981,45.7,43.7,"(45.7, 43.7)",Russia,Europe
8184,Dix,7651,Valid,L6,44.0,Found,1927,41.2333,-103.483,"(41.23333, -103.48333)",United States,North America
8186,Djebel Chaab 002,7654,Valid,LL6,30.62,Found,2003,25.1559,0.82213,"(25.15592, 0.82213)",Algeria,Africa
8187,Djebel Chaab 003,30560,Valid,L6,4.57,Found,2003,25.0868,0.8324,"(25.08683, 0.8324)",Algeria,Africa
8188,Djebel In-Azzene,7655,Valid,"Iron, IIIAB",12.5,Found,1990,27.8667,0.45,"(27.86667, 0.45)",Algeria,Africa
8189,Dolores,7660,Valid,"Iron, IIIAB",4.33,Found,2001,-19.65,-69.95,"(-19.65, -69.95)",Chile,South America
8898,Dor el Gani,7711,Valid,"Iron, IIIAB",2.58,Found,1972,26.9583,16.0333,"(26.95833, 16.03333)",Libya,Africa
8899,Dora (pallasite),7712,Valid,"Pallasite, PMG",7.6,Found,1955,33.9267,-103.955,"(33.92667, -103.955)",United States,North America
8901,D'Orbigny,7714,Valid,Angrite,16.55,Found,1979,-37.6667,-61.65,"(-37.66667, -61.65)",Argentina,South America
8902,Dorofeevka,7717,Valid,"Iron, IIF",12.6,Found,1910,53.3333,70.0667,"(53.33333, 70.06667)",Kazakhstan,Asia
8903,Dorrigo,7720,Valid,"Iron, ungrouped",8.5,Found,1948,-30.2833,152.667,"(-30.28333, 152.66667)",Australia,Oceania
8907,Drayton,7729,Valid,H4/5,2.35,Found,1982,48.6667,-97.1167,"(48.66667, -97.11667)",United States,North America
8908,Dresden (Kansas),7730,Valid,H5,6.76,Found,1953,39.6167,-100.463,"(39.61667, -100.46306)",United States,North America
8909,Dronino,7732,Valid,"Iron, ungrouped",40.0,Found,2000,54.7467,41.4217,"(54.74667, 41.42167)",Russia,Europe
8910,Drum Mountains,7733,Valid,"Iron, IIIAB",529.0,Found,1944,39.5,-112.9,"(39.5, -112.9)",United States,North America
8913,Duchesne,7737,Valid,"Iron, IVA",22.7,Found,1906,40.3833,-110.867,"(40.38333, -110.86667)",United States,North America
8916,Duketon,7740,Valid,"Iron, IIIAB",118.3,Found,1948,-27.5,122.367,"(-27.5, 122.36667)",Australia,Oceania
8917,Dumas (a),7741,Valid,H5,46.05,Found,1956,35.9,-101.9,"(35.9, -101.9)",United States,North America
8918,Dumas (b),7742,Valid,H6,2.28,Found,1980,35.925,-101.895,"(35.925, -101.895)",United States,North America
8919,Dumont,47341,Valid,"Iron, IVB",27.42,Found,1994,33.8167,-100.517,"(33.81667, -100.51667)",United States,North America
8920,Duncanville,7744,Valid,H,17.8,Found,1961,32.6333,-96.8667,"(32.63333, -96.86667)",United States,North America
8921,Dungannon,7747,Valid,"Iron, IAB-MG",13.0,Found,1922,36.85,-82.45,"(36.85, -82.45)",United States,North America
8922,Dunganville,7748,Valid,"Iron, IIIAB",54.0,Found,1976,-42.55,171.35,"(-42.55, 171.35)",New Zealand,Oceania
8924,Dwight,7756,Valid,L6,4.1,Found,1940,38.85,-96.5833,"(38.85, -96.58333)",United States,North America
